method,ochiai,jaccard,gp13,wong1,wong2,wong3,tarantula,ample,RussellRao,SorensenDice,Kulczynski1,SimpleMatching,M1,RogersTanimoto,Hamming,ochiai2,Hamann,dice,Kulczynski2,Sokal,M2,Goodman,Euclid,Anderberg,Zoltar,ER1a,ER1b,ER5a,ER5b,ER5c,gp02,gp03,gp19,min_age,max_age,mean_age,num_args,num_vars,b_length,loc,churn,fault
org.apache.commons.lang3.builder.ReflectionToStringBuilder$setAppendTransients<Z>,0.0,0.0,0.0,0.0,0.912833,0.0449416,0.0,0.021611,0.0,0.0,0.0,0.912833,0.0246712,0.898741,0.912833,0.0,0.912833,0.0,0.0,0.920051,0.0,0.0,0.916622,0.0,0.0,0.000430293,0.0468331,0.0,0.0,0.000430293,0.226829,0.416967,0.0,1.0,1.0,1.0,0.111111,0.0454545,0.000889944,0.0121951,0.0,0
org.apache.commons.lang3.ObjectUtils$equals<Ljava/lang/Object;Ljava/lang/Object;>,0.0,0.0,0.0,0.0,0.978208,0.109087,0.0,0.0222659,0.0,0.0,0.0,0.978208,0.0978208,0.974389,0.978208,0.0,0.978208,0.0,0.0,0.980131,0.0,0.0,0.979217,0.0,0.0,0.000430293,0.0524035,0.0,0.0,0.000430293,0.230826,0.422143,0.0,0.251701,1.0,0.85034,0.222222,0.0454545,0.00415307,0.0487805,0.1,0
org.apache.commons.lang3.math.NumberUtils$min<SSS>,0.0,0.0,0.0,0.0,0.992736,0.406058,0.0,0.0,0.0,0.0,0.0,0.992736,0.248184,0.991441,0.992736,0.0,0.992736,0.0,0.0,0.993386,0.0,0.0,0.993077,0.0,0.0,0.000430293,0.0536414,0.0,0.0,0.000430293,0.0,0.0,0.0,1.0,1.0,1.0,0.333333,0.0681818,0.00326313,0.0487805,0.0,0
org.apache.commons.lang3.ClassUtils$getPackageName<Ljava/lang/Object;Ljava/lang/String;>,0.0,0.0,0.0,0.0,0.992736,0.406058,0.0,0.0,0.0,0.0,0.0,0.992736,0.248184,0.991441,0.992736,0.0,0.992736,0.0,0.0,0.993386,0.0,0.0,0.993077,0.0,0.0,0.000430293,0.0536414,0.0,0.0,0.000430293,0.0,0.0,0.0,1.0,1.0,1.0,0.222222,0.0454545,0.00207654,0.0243902,0.0,0
org.apache.commons.lang3.time.FastDatePrinter$UnpaddedNumberField$<init><I>,0.0,0.0,0.0,0.0,0.939467,0.0471194,0.0,0.0144073,0.0,0.0,0.0,0.939467,0.0361334,0.929348,0.939467,0.0,0.939467,0.0,0.0,0.944613,0.0,0.0,0.942169,0.0,0.0,0.000430293,0.0491025,0.0,0.0,0.000430293,0.178227,0.350712,0.0,0.0680272,0.227513,0.174351,0.111111,0.0454545,0.00148324,0.0243902,0.1,0
org.apache.commons.lang3.BitField$getShortValue<S>,0.0,0.0,0.0,0.0,0.990315,0.208078,0.0,0.000654879,0.0,0.0,0.0,0.990315,0.198063,0.988593,0.990315,0.0,0.990315,0.0,0.0,0.991179,0.0,0.0,0.990768,0.0,0.0,0.000430293,0.0534351,0.0,0.0,0.000430293,0.0194487,0.0557652,0.0,1.0,1.0,1.0,0.111111,0.0454545,0.00118659,0.0,0.0,0
org.apache.commons.lang3.text.translate.UnicodeUnescaper$translate<Ljava/lang/CharSequence;ILjava/io/Writer;>,0.0,0.0,0.0,0.0,0.992736,0.406058,0.0,0.00196464,0.0,0.0,0.0,0.992736,0.248184,0.991441,0.992736,0.0,0.992736,0.0,0.0,0.993386,0.0,0.0,0.993077,0.0,0.0,0.000430293,0.0536414,0.0,0.0,0.000430293,0.0469532,0.122082,0.0,0.0672714,1.0,0.41199,0.333333,0.181818,0.0341145,0.182927,0.4,0
org.apache.commons.lang3.text.StrSubstitutor$<init><Ljava/util/Map;Ljava/lang/String;Ljava/lang/String;C>,0.0,0.0,0.0,0.0,0.992736,0.406058,0.0,0.0,0.0,0.0,0.0,0.992736,0.248184,0.991441,0.992736,0.0,0.992736,0.0,0.0,0.993386,0.0,0.0,0.993077,0.0,0.0,0.000430293,0.0536414,0.0,0.0,0.000430293,0.0,0.0,0.0,1.0,1.0,1.0,0.444444,0.113636,0.00207654,0.0121951,0.0,0
org.apache.commons.lang3.builder.CompareToBuilder$reflectionCompare<Ljava/lang/Object;Ljava/lang/Object;>,0.0,0.0,0.0,0.0,0.992736,0.406058,0.0,0.0,0.0,0.0,0.0,0.992736,0.248184,0.991441,0.992736,0.0,0.992736,0.0,0.0,0.993386,0.0,0.0,0.993077,0.0,0.0,0.000430293,0.0536414,0.0,0.0,0.000430293,0.0,0.0,0.0,1.0,1.0,1.0,0.222222,0.0454545,0.00207654,0.0,0.0,0
org.apache.commons.lang3.builder.ToStringBuilder$build<>,0.0,0.0,0.0,0.0,0.990315,0.208078,0.0,0.000654879,0.0,0.0,0.0,0.990315,0.198063,0.988593,0.990315,0.0,0.990315,0.0,0.0,0.991179,0.0,0.0,0.990768,0.0,0.0,0.000430293,0.0534351,0.0,0.0,0.000430293,0.0194487,0.0557652,0.0,0.866213,0.866213,0.866213,0.0,0.0227273,0.000593296,0.0,0.1,0
org.apache.commons.lang3.SystemUtils$getSystemProperty<Ljava/lang/String;>,0.0,0.0,0.0,0.0,0.37046,0.000593946,0.0,0.168304,0.0,0.0,0.0,0.37046,0.00141939,0.332776,0.37046,0.0,0.37046,0.0,0.0,0.39271,0.0,0.0,0.382167,0.0,0.0,0.000430293,0.000618939,0.0,0.0,0.000430293,0.707228,0.886489,0.0,0.0672714,1.0,0.726946,0.111111,0.0454545,0.00504301,0.0365854,0.2,0
org.apache.commons.lang3.builder.ToStringBuilder$append<[J>,0.0,0.0,0.0,0.0,0.978208,0.109087,0.0,0.00392927,0.0,0.0,0.0,0.978208,0.0978208,0.974389,0.978208,0.0,0.978208,0.0,0.0,0.980131,0.0,0.0,0.979217,0.0,0.0,0.000430293,0.0524035,0.0,0.0,0.000430293,0.0772734,0.184672,0.0,1.0,1.0,1.0,0.111111,0.0454545,0.00266983,0.0121951,0.0,0
org.apache.commons.lang3.ClassUtils$getShortClassName<Ljava/lang/Object;Ljava/lang/String;>,0.0,0.0,0.0,0.0,0.992736,0.406058,0.0,0.00130976,0.0,0.0,0.0,0.992736,0.248184,0.991441,0.992736,0.0,0.992736,0.0,0.0,0.993386,0.0,0.0,0.993077,0.0,0.0,0.000430293,0.0536414,0.0,0.0,0.000430293,0.034372,0.0931568,0.0,1.0,1.0,1.0,0.222222,0.0454545,0.00207654,0.0243902,0.0,0
org.apache.commons.lang3.mutable.MutableBoolean$toBoolean<>,0.0,0.0,0.0,0.0,0.992736,0.406058,0.0,0.0,0.0,0.0,0.0,0.992736,0.248184,0.991441,0.992736,0.0,0.992736,0.0,0.0,0.993386,0.0,0.0,0.993077,0.0,0.0,0.000430293,0.0536414,0.0,0.0,0.000430293,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0227273,0.000889944,0.0,0.0,0
org.apache.commons.lang3.mutable.MutableLong$getValue<>,0.0,0.0,0.0,0.0,0.992736,0.406058,0.0,0.0,0.0,0.0,0.0,0.992736,0.248184,0.991441,0.992736,0.0,0.992736,0.0,0.0,0.993386,0.0,0.0,0.993077,0.0,0.0,0.000430293,0.0536414,0.0,0.0,0.000430293,0.0,0.0,0.0,0.369615,0.369615,0.369615,0.0,0.0227273,0.000593296,0.0,0.1,0
org.apache.commons.lang3.time.FastDateFormat$parseObject<Ljava/lang/String;Ljava/text/ParsePosition;>,0.0,0.0,0.0,0.0,0.992736,0.406058,0.0,0.0,0.0,0.0,0.0,0.992736,0.248184,0.991441,0.992736,0.0,0.992736,0.0,0.0,0.993386,0.0,0.0,0.993077,0.0,0.0,0.000430293,0.0536414,0.0,0.0,0.000430293,0.0,0.0,0.0,1.0,1.0,1.0,0.222222,0.0681818,0.00148324,0.0,0.0,0
org.apache.commons.lang3.Validate$notEmpty<Ljava/lang/CharSequence;Ljava/lang/String;[Ljava/lang/Object;>,0.0,0.0,0.0,0.0,0.990315,0.208078,0.0,0.000654879,0.0,0.0,0.0,0.990315,0.198063,0.988593,0.990315,0.0,0.990315,0.0,0.0,0.991179,0.0,0.0,0.990768,0.0,0.0,0.000430293,0.0534351,0.0,0.0,0.000430293,0.0194487,0.0557652,0.0,1.0,1.0,1.0,0.333333,0.0681818,0.00593296,0.0487805,0.0,0
org.apache.commons.lang3.builder.StandardToStringStyle$setUseIdentityHashCode<Z>,0.0,0.0,0.0,0.0,0.975787,0.0892893,0.0,0.00458415,0.0,0.0,0.0,0.975787,0.0887079,0.971555,0.975787,0.0,0.975787,0.0,0.0,0.977918,0.0,0.0,0.976906,0.0,0.0,0.000430293,0.0521972,0.0,0.0,0.000430293,0.0858507,0.200945,0.0,0.560091,1.0,0.780045,0.111111,0.0454545,0.000889944,0.0121951,0.1,0
org.apache.commons.lang3.text.StrBuilder$startsWith<Ljava/lang/String;>,0.0,0.0,0.0,0.0,0.992736,0.406058,0.0,0.0,0.0,0.0,0.0,0.992736,0.248184,0.991441,0.992736,0.0,0.992736,0.0,0.0,0.993386,0.0,0.0,0.993077,0.0,0.0,0.000430293,0.0536414,0.0,0.0,0.000430293,0.0,0.0,0.0,0.0672714,1.0,0.915207,0.111111,0.0909091,0.0103827,0.121951,0.1,0
org.apache.commons.lang3.builder.EqualsBuilder$append<CC>,0.0,0.0,0.0,0.0,0.973366,0.0694912,0.0,0.00523903,0.0,0.0,0.0,0.973365,0.0811138,0.968725,0.973366,0.0,0.973366,0.0,0.0,0.975704,0.0,0.0,0.974593,0.0,0.0,0.000430293,0.0519909,0.0,0.0,0.000430293,0.0939065,0.215758,0.0,1.0,1.0,1.0,0.222222,0.0681818,0.00415307,0.0365854,0.0,0
org.apache.commons.lang3.StringUtils$replaceOnce<Ljava/lang/String;Ljava/lang/String;Ljava/lang/String;>,0.0,0.0,0.0,0.0,0.987893,0.18828,0.0,0.00130976,0.0,0.0,0.0,0.987893,0.164649,0.985747,0.987893,0.0,0.987894,0.0,0.0,0.988971,0.0,0.0,0.988459,0.0,0.0,0.000430293,0.0532288,0.0,0.0,0.000430293,0.034372,0.0931568,0.0,1.0,1.0,1.0,0.333333,0.0681818,0.00148324,0.0,0.0,0
org.apache.commons.lang3.reflect.TypeUtils$isAssignable<Ljava/lang/reflect/Type;Ljava/lang/reflect/WildcardType;Ljava/util/Map;>,0.0,0.0,0.0,0.0,0.992736,0.406058,0.0,0.000654879,0.0,0.0,0.0,0.992736,0.248184,0.991441,0.992736,0.0,0.992736,0.0,0.0,0.993386,0.0,0.0,0.993077,0.0,0.0,0.000430293,0.0536414,0.0,0.0,0.000430293,0.0194487,0.0557652,0.0,0.0672714,0.82842,0.600076,0.333333,0.727273,0.0507268,0.353659,0.3,0
org.apache.commons.lang3.text.ExtendedMessageFormat$<init><Ljava/lang/String;Ljava/util/Locale;Ljava/util/Map;>,0.0,0.0,0.0,0.0,0.975787,0.0892893,0.0,0.00458415,0.0,0.0,0.0,0.975787,0.0887079,0.971555,0.975787,0.0,0.975787,0.0,0.0,0.977918,0.0,0.0,0.976906,0.0,0.0,0.000430293,0.0521972,0.0,0.0,0.000430293,0.0858507,0.200945,0.0,1.0,1.0,1.0,0.333333,0.0909091,0.00355977,0.0487805,0.0,0
org.apache.commons.lang3.concurrent.CallableBackgroundInitializer$<init><Ljava/util/concurrent/Callable;Ljava/util/concurrent/ExecutorService;>,0.0,0.0,0.0,0.0,0.992736,0.406058,0.0,0.000654879,0.0,0.0,0.0,0.992736,0.248184,0.991441,0.992736,0.0,0.992736,0.0,0.0,0.993386,0.0,0.0,0.993077,0.0,0.0,0.000430293,0.0536414,0.0,0.0,0.000430293,0.0194487,0.0557652,0.0,1.0,1.0,1.0,0.222222,0.0681818,0.00266983,0.0365854,0.0,0
org.apache.commons.lang3.ArrayUtils$indexOf<[BBI>,0.0,0.0,0.0,0.0,0.992736,0.406058,0.0,0.00261952,0.0,0.0,0.0,0.992736,0.248184,0.991441,0.992736,0.0,0.992736,0.0,0.0,0.993386,0.0,0.0,0.993077,0.0,0.0,0.000430293,0.0536414,0.0,0.0,0.000430293,0.0580374,0.145995,0.0,1.0,1.0,1.0,0.333333,0.0909091,0.00711955,0.0853659,0.0,0
org.apache.commons.lang3.concurrent.AtomicSafeInitializer$get<>,0.0,0.0,0.0,0.0,0.985472,0.168481,0.0,0.00196464,0.0,0.0,0.0,0.985472,0.140782,0.982904,0.985472,0.0,0.985472,0.0,0.0,0.986762,0.0,0.0,0.986149,0.0,0.0,0.000430293,0.0530225,0.0,0.0,0.000430293,0.0469532,0.122082,0.0,0.739229,0.739229,0.739229,0.0,0.0454545,0.00563631,0.0365854,0.0,0
org.apache.commons.lang3.time.DateFormatUtils$format<Ljava/util/Date;Ljava/lang/String;Ljava/util/Locale;>,0.0,0.0,0.0,0.0,0.990315,0.208078,0.0,0.000654879,0.0,0.0,0.0,0.990315,0.198063,0.988593,0.990315,0.0,0.990315,0.0,0.0,0.991179,0.0,0.0,0.990768,0.0,0.0,0.000430293,0.0534351,0.0,0.0,0.000430293,0.0194487,0.0557652,0.0,1.0,1.0,1.0,0.333333,0.0681818,0.00148324,0.0,0.0,0
org.apache.commons.lang3.Conversion$shortToByteArray<SI[BII>,0.0,0.0,0.0,0.0,0.992736,0.406058,0.0,0.0,0.0,0.0,0.0,0.992736,0.248184,0.991441,0.992736,0.0,0.992736,0.0,0.0,0.993386,0.0,0.0,0.993077,0.0,0.0,0.000430293,0.0536414,0.0,0.0,0.000430293,0.0,0.0,0.0,0.108844,0.123961,0.11741,0.555556,0.159091,0.0136458,0.097561,0.4,0
org.apache.commons.lang3.mutable.MutableObject$getValue<>,0.0,0.0,0.0,0.0,0.985472,0.168481,0.0,0.00196464,0.0,0.0,0.0,0.985472,0.140782,0.982904,0.985472,0.0,0.985472,0.0,0.0,0.986762,0.0,0.0,0.986149,0.0,0.0,0.000430293,0.0530225,0.0,0.0,0.000430293,0.0469532,0.122082,0.0,1.0,1.0,1.0,0.0,0.0227273,0.000593296,0.0,0.0,0
org.apache.commons.lang3.text.StrTokenizer$<init><[CC>,0.0,0.0,0.0,0.0,0.990315,0.208078,0.0,0.000654879,0.0,0.0,0.0,0.990315,0.198063,0.988593,0.990315,0.0,0.990315,0.0,0.0,0.991179,0.0,0.0,0.990768,0.0,0.0,0.000430293,0.0534351,0.0,0.0,0.000430293,0.0194487,0.0557652,0.0,1.0,1.0,1.0,0.222222,0.0681818,0.00207654,0.0243902,0.0,0
org.apache.commons.lang3.ArrayUtils$isEmpty<[C>,0.0,0.0,0.0,0.0,0.94431,0.0475153,0.0,0.0130976,0.0,0.0,0.0,0.94431,0.0393462,0.934944,0.94431,0.0,0.94431,0.0,0.0,0.949067,0.0,0.0,0.946807,0.0,0.0,0.000430293,0.0495152,0.0,0.0,0.000430293,0.168213,0.336198,0.0,1.0,1.0,1.0,0.111111,0.0227273,0.00237318,0.0,0.0,0
org.apache.commons.lang3.EnumUtils$generateBitVector<Ljava/lang/Class;Ljava/lang/Iterable;>,0.0,0.0,0.0,0.0,0.990315,0.208078,0.0,0.00196464,0.0,0.0,0.0,0.990315,0.198063,0.988593,0.990315,0.0,0.990315,0.0,0.0,0.991179,0.0,0.0,0.990768,0.0,0.0,0.000430293,0.0534351,0.0,0.0,0.000430293,0.0469532,0.122082,0.0,0.0672714,0.389267,0.331066,0.222222,0.113636,0.010976,0.0853659,0.4,0
org.apache.commons.lang3.time.StopWatch$resume<>,0.0,0.0,0.0,0.0,0.992736,0.406058,0.0,0.000654879,0.0,0.0,0.0,0.992736,0.248184,0.991441,0.992736,0.0,0.992736,0.0,0.0,0.993386,0.0,0.0,0.993077,0.0,0.0,0.000430293,0.0536414,0.0,0.0,0.000430293,0.0194487,0.0557652,0.0,0.251701,1.0,0.85034,0.0,0.0227273,0.00622961,0.0487805,0.1,0
org.apache.commons.lang3.text.StrBuilder$asTokenizer<>,0.0,0.0,0.0,0.0,0.992736,0.406058,0.0,0.0,0.0,0.0,0.0,0.992736,0.248184,0.991441,0.992736,0.0,0.992736,0.0,0.0,0.993386,0.0,0.0,0.993077,0.0,0.0,0.000430293,0.0536414,0.0,0.0,0.000430293,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0227273,0.00118659,0.0,0.0,0
org.apache.commons.lang3.text.StrBuilder$indexOf<CI>,0.0,0.0,0.0,0.0,0.992736,0.406058,0.0,0.00589391,0.0,0.0,0.0,0.992736,0.248184,0.991441,0.992736,0.0,0.992736,0.0,0.0,0.993386,0.0,0.0,0.993077,0.0,0.0,0.000430293,0.0536414,0.0,0.0,0.000430293,0.101526,0.229383,0.0,0.0672714,1.0,0.883409,0.222222,0.113636,0.00919608,0.0853659,0.1,0
org.apache.commons.lang3.mutable.MutableBoolean$compareTo<Lorg/apache/commons/lang3/mutable/MutableBoolean;>,0.0,0.0,0.0,0.0,0.992736,0.406058,0.0,0.0,0.0,0.0,0.0,0.992736,0.248184,0.991441,0.992736,0.0,0.992736,0.0,0.0,0.993386,0.0,0.0,0.993077,0.0,0.0,0.000430293,0.0536414,0.0,0.0,0.000430293,0.0,0.0,0.0,0.0672714,1.0,0.533636,0.111111,0.0681818,0.00444972,0.0121951,0.1,0
org.apache.commons.lang3.CharSet$toString<>,0.0,0.0,0.0,0.0,0.987893,0.18828,0.0,0.00130976,0.0,0.0,0.0,0.987893,0.164649,0.985747,0.987893,0.0,0.987894,0.0,0.0,0.988971,0.0,0.0,0.988459,0.0,0.0,0.000430293,0.0532288,0.0,0.0,0.000430293,0.034372,0.0931568,0.0,1.0,1.0,1.0,0.0,0.0227273,0.000889944,0.0,0.0,0
org.apache.commons.lang3.math.Fraction$getProperNumerator<>,0.0,0.0,0.0,0.0,0.990315,0.208078,0.0,0.000654879,0.0,0.0,0.0,0.990315,0.198063,0.988593,0.990315,0.0,0.990315,0.0,0.0,0.991179,0.0,0.0,0.990768,0.0,0.0,0.000430293,0.0534351,0.0,0.0,0.000430293,0.0194487,0.0557652,0.0,1.0,1.0,1.0,0.0,0.0227273,0.00177989,0.0,0.0,0
org.apache.commons.lang3.time.FastDatePrinter$init<>,0.0,0.0,0.0,0.0,0.753027,0.0318749,0.0,0.064833,0.0,0.0,0.0,0.753027,0.00731094,0.720996,0.753027,0.0,0.753027,0.0,0.0,0.770145,0.0,0.0,0.762018,0.0,0.0,0.000430293,0.0332164,0.0,0.0,0.000430293,0.422579,0.63729,0.0,0.0672714,0.227513,0.204622,0.0,0.0909091,0.00949273,0.0731707,0.1,0
org.apache.commons.lang3.text.StrTokenizer$clone<>,0.0,0.0,0.0,0.0,0.992736,0.406058,0.0,0.00392927,0.0,0.0,0.0,0.992736,0.248184,0.991441,0.992736,0.0,0.992736,0.0,0.0,0.993386,0.0,0.0,0.993077,0.0,0.0,0.000430293,0.0536414,0.0,0.0,0.000430293,0.0772734,0.184672,0.0,0.0672714,1.0,0.68909,0.0,0.0454545,0.00148324,0.0243902,0.1,0
org.apache.commons.lang3.Conversion$binaryToHexDigit<[Z>,0.0,0.0,0.0,0.0,0.992736,0.406058,0.0,0.0,0.0,0.0,0.0,0.992736,0.248184,0.991441,0.992736,0.0,0.992736,0.0,0.0,0.993386,0.0,0.0,0.993077,0.0,0.0,0.000430293,0.0536414,0.0,0.0,0.000430293,0.0,0.0,0.0,0.107332,0.107332,0.107332,0.111111,0.0227273,0.000889944,0.0,0.2,0
org.apache.commons.lang3.math.Fraction$addSub<Lorg/apache/commons/lang3/math/Fraction;Z>,0.0,0.0,0.0,0.0,0.990315,0.208078,0.0,0.000654879,0.0,0.0,0.0,0.990315,0.198063,0.988593,0.990315,0.0,0.990315,0.0,0.0,0.991179,0.0,0.0,0.990768,0.0,0.0,0.000430293,0.0534351,0.0,0.0,0.000430293,0.0194487,0.0557652,0.0,0.0672714,1.0,0.580272,0.222222,0.272727,0.0412341,0.231707,0.1,0
org.apache.commons.lang3.reflect.FieldUtils$readStaticField<Ljava/lang/reflect/Field;>,0.0,0.0,0.0,0.0,0.987893,0.18828,0.0,0.00130976,0.0,0.0,0.0,0.987893,0.164649,0.985747,0.987893,0.0,0.987894,0.0,0.0,0.988971,0.0,0.0,0.988459,0.0,0.0,0.000430293,0.0532288,0.0,0.0,0.000430293,0.034372,0.0931568,0.0,1.0,1.0,1.0,0.111111,0.0227273,0.000889944,0.0,0.0,0
org.apache.commons.lang3.time.FastDatePrinter$parsePattern<>,0.0,0.0,0.0,0.0,0.992736,0.406058,0.0,0.064833,0.0,0.0,0.0,0.992736,0.248184,0.991441,0.992736,0.0,0.992736,0.0,0.0,0.993386,0.0,0.0,0.993077,0.0,0.0,0.000430293,0.0536414,0.0,0.0,0.000430293,0.422579,0.63729,0.0,0.0672714,0.227513,0.198378,0.0,1.0,0.0857312,0.926829,0.1,0
org.apache.commons.lang3.text.translate.NumericEntityEscaper$outsideOf<II>,0.0,0.0,0.0,0.0,0.987893,0.18828,0.0,0.00130976,0.0,0.0,0.0,0.987893,0.164649,0.985747,0.987893,0.0,0.987894,0.0,0.0,0.988971,0.0,0.0,0.988459,0.0,0.0,0.000430293,0.0532288,0.0,0.0,0.000430293,0.034372,0.0931568,0.0,0.45805,0.45805,0.45805,0.222222,0.0454545,0.00177989,0.0,0.2,0
org.apache.commons.lang3.ClassUtils$getShortCanonicalName<Ljava/lang/String;>,0.0,0.0,0.0,0.0,0.987893,0.18828,0.0,0.00130976,0.0,0.0,0.0,0.987893,0.164649,0.985747,0.987893,0.0,0.987894,0.0,0.0,0.988971,0.0,0.0,0.988459,0.0,0.0,0.000430293,0.0532288,0.0,0.0,0.000430293,0.034372,0.0931568,0.0,1.0,1.0,1.0,0.111111,0.0227273,0.000889944,0.0,0.0,0
org.apache.commons.lang3.builder.ReflectionToStringBuilder$setAppendStatics<Z>,0.0,0.0,0.0,0.0,0.912833,0.0449416,0.0,0.021611,0.0,0.0,0.0,0.912833,0.0246712,0.898741,0.912833,0.0,0.912833,0.0,0.0,0.920051,0.0,0.0,0.916622,0.0,0.0,0.000430293,0.0468331,0.0,0.0,0.000430293,0.226829,0.416967,0.0,1.0,1.0,1.0,0.111111,0.0454545,0.000889944,0.0121951,0.0,0
org.apache.commons.lang3.text.StrBuilder$lastIndexOf<Lorg/apache/commons/lang3/text/StrMatcher;>,0.0,0.0,0.0,0.0,0.992736,0.406058,0.0,0.0,0.0,0.0,0.0,0.992736,0.248184,0.991441,0.992736,0.0,0.992736,0.0,0.0,0.993386,0.0,0.0,0.993077,0.0,0.0,0.000430293,0.0536414,0.0,0.0,0.000430293,0.0,0.0,0.0,1.0,1.0,1.0,0.111111,0.0454545,0.00148324,0.0,0.0,0
org.apache.commons.lang3.math.NumberUtils$toLong<Ljava/lang/String;J>,0.0,0.0,0.0,0.0,0.992736,0.406058,0.0,0.000654879,0.0,0.0,0.0,0.992736,0.248184,0.991441,0.992736,0.0,0.992736,0.0,0.0,0.993386,0.0,0.0,0.993077,0.0,0.0,0.000430293,0.0536414,0.0,0.0,0.000430293,0.0194487,0.0557652,0.0,0.0672714,1.0,0.813454,0.222222,0.0681818,0.00266983,0.0487805,0.1,0
org.apache.commons.lang3.exception.DefaultExceptionContext$<init><>,0.0,0.0,0.0,0.0,0.90799,0.0445457,0.0,0.0229208,0.0,0.0,0.0,0.90799,0.0232818,0.893207,0.90799,0.0,0.90799,0.0,0.0,0.915572,0.0,0.0,0.91197,0.0,0.0,0.000430293,0.0464205,0.0,0.0,0.000430293,0.234766,0.42721,0.0,0.428571,0.440665,0.434618,0.0,0.0227273,0.00207654,0.0121951,0.2,0
org.apache.commons.lang3.exception.ContextedException$getContextValues<Ljava/lang/String;>,0.0,0.0,0.0,0.0,0.992736,0.406058,0.0,0.0,0.0,0.0,0.0,0.992736,0.248184,0.991441,0.992736,0.0,0.992736,0.0,0.0,0.993386,0.0,0.0,0.993077,0.0,0.0,0.000430293,0.0536414,0.0,0.0,0.000430293,0.0,0.0,0.0,0.440665,0.440665,0.440665,0.111111,0.0454545,0.00118659,0.0,0.1,0
org.apache.commons.lang3.mutable.MutableShort$decrement<>,0.0,0.0,0.0,0.0,0.992736,0.406058,0.0,0.0,0.0,0.0,0.0,0.992736,0.248184,0.991441,0.992736,0.0,0.992736,0.0,0.0,0.993386,0.0,0.0,0.993077,0.0,0.0,0.000430293,0.0536414,0.0,0.0,0.000430293,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0227273,0.00207654,0.0121951,0.0,0
org.apache.commons.lang3.StringUtils$replace<Ljava/lang/String;Ljava/lang/String;Ljava/lang/String;>,0.0,0.0,0.0,0.0,0.983051,0.148683,0.0,0.00261952,0.0,0.0,0.0,0.983051,0.122881,0.980063,0.983051,0.0,0.983051,0.0,0.0,0.984553,0.0,0.0,0.983839,0.0,0.0,0.000430293,0.0528162,0.0,0.0,0.000430293,0.0580374,0.145995,0.0,1.0,1.0,1.0,0.333333,0.0681818,0.00148324,0.0,0.0,0
org.apache.commons.lang3.CharRange$isNotIn<CC>,0.0,0.0,0.0,0.0,0.958838,0.0487032,0.0,0.0091683,0.0,0.0,0.0,0.958838,0.0532688,0.951791,0.958838,0.0,0.958838,0.0,0.0,0.962403,0.0,0.0,0.960709,0.0,0.0,0.000430293,0.050753,0.0,0.0,0.000430293,0.134896,0.285297,0.0,1.0,1.0,1.0,0.222222,0.0454545,0.00177989,0.0,0.0,0
org.apache.commons.lang3.ArrayUtils$indexOf<[III>,0.0,0.0,0.0,0.0,0.992736,0.406058,0.0,0.00261952,0.0,0.0,0.0,0.992736,0.248184,0.991441,0.992736,0.0,0.992736,0.0,0.0,0.993386,0.0,0.0,0.993077,0.0,0.0,0.000430293,0.0536414,0.0,0.0,0.000430293,0.0580374,0.145995,0.0,1.0,1.0,1.0,0.333333,0.0909091,0.00711955,0.0853659,0.0,0
org.apache.commons.lang3.math.NumberUtils$max<DDD>,0.0,0.0,0.0,0.0,0.990315,0.208078,0.0,0.000654879,0.0,0.0,0.0,0.990315,0.198063,0.988593,0.990315,0.0,0.990315,0.0,0.0,0.991179,0.0,0.0,0.990768,0.0,0.0,0.000430293,0.0534351,0.0,0.0,0.000430293,0.0194487,0.0557652,0.0,1.0,1.0,1.0,0.333333,0.0681818,0.00148324,0.0,0.0,0
org.apache.commons.lang3.Conversion$hexDigitMsb0ToBinary<C>,0.0,0.0,0.0,0.0,0.992736,0.406058,0.0,0.0,0.0,0.0,0.0,0.992736,0.248184,0.991441,0.992736,0.0,0.992736,0.0,0.0,0.993386,0.0,0.0,0.993077,0.0,0.0,0.000430293,0.0536414,0.0,0.0,0.000430293,0.0,0.0,0.0,0.107332,0.123961,0.115646,0.111111,0.0227273,0.0946307,0.207317,0.4,0
org.apache.commons.lang3.ArrayUtils$clone<[J>,0.0,0.0,0.0,0.0,0.987893,0.18828,0.0,0.00327439,0.0,0.0,0.0,0.987893,0.164649,0.985747,0.987893,0.0,0.987894,0.0,0.0,0.988971,0.0,0.0,0.988459,0.0,0.0,0.000430293,0.0532288,0.0,0.0,0.000430293,0.0680584,0.166548,0.0,1.0,1.0,1.0,0.111111,0.0227273,0.00207654,0.0243902,0.0,0
org.apache.commons.lang3.ArrayUtils$toPrimitive<[Ljava/lang/Short;>,0.0,0.0,0.0,0.0,0.992736,0.406058,0.0,0.0,0.0,0.0,0.0,0.992736,0.248184,0.991441,0.992736,0.0,0.992736,0.0,0.0,0.993386,0.0,0.0,0.993077,0.0,0.0,0.000430293,0.0536414,0.0,0.0,0.000430293,0.0,0.0,0.0,1.0,1.0,1.0,0.111111,0.0681818,0.00860279,0.0853659,0.0,0
